date,open,high,low,close,volume
2020-09-23T02:15,14.3,14.3,14.3,14.3,40
2020-09-23T02:16,14.3,14.3,14.3,14.3,120
2020-09-23T02:18,14.32,14.32,14.32,14.32,1400
2020-09-23T02:20,14.33,14.33,14.33,14.33,1000
2020-09-23T02:22,14.34,14.34,14.34,14.34,50
2020-09-23T02:26,14.39,14.39,14.39,14.39,40
2020-09-23T02:29,14.38,14.38,14.38,14.38,200
2020-09-23T02:48,14.35,14.37,14.35,14.37,3580
2020-09-23T02:53,14.37,14.37,14.37,14.37,40
2020-09-23T02:57,14.36,14.36,14.36,14.36,2000
2020-09-23T03:04,14.36,14.36,14.36,14.36,300
2020-09-23T03:11,14.35,14.35,14.35,14.35,59740
2020-09-23T03:15,14.37,14.37,14.37,14.37,200
2020-09-23T03:16,14.37,14.37,14.37,14.37,200
2020-09-23T03:22,14.38,14.38,14.38,14.38,2990
2020-09-23T03:30,14.38,14.38,14.38,14.38,1070
2020-09-23T03:33,14.38,14.38,14.38,14.38,50
2020-09-23T03:35,14.39,14.39,14.39,14.39,1000
2020-09-23T03:44,14.38,14.38,14.38,14.38,3910
2020-09-23T03:59,14.38,14.38,14.38,14.38,100
2020-09-23T04:09,14.38,14.38,14.38,14.38,10000
2020-09-23T04:10,14.38,14.38,14.38,14.38,10400
2020-09-23T04:15,14.37,14.37,14.37,14.37,5000
2020-09-23T04:22,14.35,14.35,14.35,14.35,100
2020-09-23T06:19,14.35,14.35,14.35,14.35,1500
2020-09-23T06:39,14.36,14.36,14.36,14.36,101580
2020-09-23T06:54,14.36,14.36,14.36,14.36,200
2020-09-23T07:06,14.37,14.37,14.37,14.37,100
2020-09-23T07:08,14.38,14.38,14.38,14.38,20
2020-09-23T07:09,14.38,14.38,14.38,14.38,25000
2020-09-23T07:10,14.38,14.38,14.38,14.38,7150
2020-09-23T07:12,14.37,14.37,14.37,14.37,10000
2020-09-23T07:14,14.37,14.37,14.37,14.37,700
2020-09-23T07:25,14.35,14.35,14.35,14.35,5000
2020-09-23T07:27,14.37,14.37,14.37,14.37,100
2020-09-23T07:28,14.37,14.37,14.37,14.37,90
2020-09-23T07:46,14.38,14.38,14.38,14.38,70
2020-09-24T02:15,14.38,14.38,14.38,14.38,260
2020-09-24T02:17,14.38,14.38,14.3,14.3,1100
2020-09-24T02:18,14.29,14.29,14.29,14.29,300
2020-09-24T02:26,14.31,14.31,14.31,14.31,100
2020-09-24T02:28,14.35,14.35,14.35,14.35,1130
2020-09-24T02:32,14.32,14.32,14.32,14.32,1000
2020-09-24T02:36,14.32,14.32,14.32,14.32,100000
2020-09-24T02:38,14.33,14.33,14.33,14.33,250
2020-09-24T02:44,14.33,14.33,14.33,14.33,50000
2020-09-24T03:03,14.31,14.31,14.31,14.31,18900
2020-09-24T03:06,14.32,14.32,14.32,14.32,400000
2020-09-24T03:15,14.32,14.32,14.32,14.32,1000
2020-09-24T03:17,14.3,14.3,14.3,14.3,1510
2020-09-24T03:48,14.31,14.31,14.31,14.31,290
2020-09-24T04:17,14.36,14.36,14.36,14.36,7000
2020-09-24T04:23,14.35,14.35,14.35,14.35,100
2020-09-24T04:24,14.35,14.35,14.35,14.35,4000
2020-09-24T06:00,14.35,14.35,14.35,14.35,33900
2020-09-24T06:09,14.36,14.36,14.36,14.36,150
2020-09-24T06:14,14.35,14.35,14.35,14.35,50000
2020-09-24T06:46,14.3,14.3,14.3,14.3,2000
2020-09-24T06:47,14.29,14.29,14.29,14.29,100
2020-09-24T06:50,14.28,14.28,14.28,14.28,10010
2020-09-24T06:51,14.28,14.28,14.27,14.27,10490
2020-09-24T07:14,14.27,14.27,14.27,14.27,50
2020-09-24T07:46,14.3,14.3,14.3,14.3,600
2020-09-25T02:15,14.3,14.3,14.3,14.3,5860
2020-09-25T02:21,14.33,14.33,14.33,14.33,200
2020-09-25T02:27,14.34,14.34,14.33,14.33,400
2020-09-25T02:28,14.33,14.33,14.33,14.33,200
2020-09-25T02:31,14.33,14.33,14.33,14.33,1000
2020-09-25T02:42,14.33,14.33,14.33,14.33,90
2020-09-25T03:02,14.3,14.3,14.3,14.3,150
2020-09-25T03:07,14.29,14.29,14.29,14.29,260
2020-09-25T03:18,14.3,14.3,14.3,14.3,1600
2020-09-25T03:31,14.32,14.32,14.32,14.32,10
2020-09-25T04:23,14.3,14.3,14.3,14.3,300
2020-09-25T06:00,14.25,14.25,14.25,14.25,210
2020-09-25T06:34,14.28,14.28,14.28,14.28,1390
2020-09-25T06:36,14.25,14.25,14.25,14.25,101900
2020-09-25T06:45,14.25,14.25,14.25,14.25,250
2020-09-25T06:55,14.22,14.22,14.22,14.22,10
2020-09-25T07:02,14.25,14.25,14.25,14.25,750
2020-09-25T07:09,14.26,14.26,14.26,14.26,1000
2020-09-25T07:20,14.28,14.28,14.28,14.28,420
2020-09-25T07:23,14.28,14.28,14.28,14.28,300
2020-09-25T07:46,14.3,14.3,14.3,14.3,150
2020-09-28T02:15,14.3,14.3,14.3,14.3,3500
2020-09-28T02:16,14.3,14.3,14.3,14.3,3510
2020-09-28T02:24,14.38,14.38,14.38,14.38,2620
2020-09-28T02:25,14.4,14.4,14.4,14.4,80
2020-09-28T02:37,14.37,14.37,14.37,14.37,100
2020-09-28T02:38,14.35,14.35,14.35,14.35,1900
2020-09-28T02:50,14.36,14.36,14.36,14.36,3000
2020-09-28T02:54,14.36,14.36,14.36,14.36,3360
2020-09-28T03:15,14.38,14.38,14.38,14.38,40000
2020-09-28T03:25,14.38,14.38,14.38,14.38,260
2020-09-28T03:35,14.4,14.4,14.4,14.4,900
2020-09-28T03:37,14.4,14.4,14.4,14.4,4690
2020-09-28T03:44,14.41,14.41,14.41,14.41,5000
2020-09-28T03:48,14.41,14.41,14.41,14.41,6000
2020-09-28T03:49,14.41,14.41,14.41,14.41,250
2020-09-28T03:55,14.41,14.41,14.41,14.41,2000
2020-09-28T03:57,14.4,14.4,14.4,14.4,100
2020-09-28T04:01,14.4,14.4,14.4,14.4,40
2020-09-28T04:05,14.4,14.4,14.4,14.4,1080
2020-09-28T04:13,14.4,14.4,14.4,14.4,5000
2020-09-28T06:00,14.37,14.37,14.37,14.37,140
2020-09-28T06:03,14.4,14.4,14.4,14.4,1300
2020-09-28T06:21,14.43,14.43,14.43,14.43,100
2020-09-28T06:44,14.43,14.43,14.43,14.43,45000
2020-09-28T06:52,14.43,14.43,14.43,14.43,100
2020-09-28T07:02,14.43,14.43,14.43,14.43,10
2020-09-28T07:15,14.44,14.44,14.44,14.44,10
2020-09-28T07:17,14.44,14.44,14.44,14.44,10
2020-09-28T07:23,14.43,14.43,14.43,14.43,2000
2020-09-28T07:46,14.49,14.49,14.49,14.49,110
2020-09-29T02:15,14.49,14.5,14.49,14.5,1060
2020-09-29T02:17,14.5,14.5,14.5,14.5,1430
2020-09-29T02:19,14.53,14.54,14.53,14.54,3470
2020-09-29T02:37,14.51,14.51,14.51,14.51,200000
2020-09-29T02:38,14.51,14.51,14.51,14.51,100
2020-09-29T02:41,14.51,14.51,14.51,14.51,199930
2020-09-29T03:01,14.51,14.51,14.51,14.51,34500
2020-09-29T03:05,14.51,14.53,14.51,14.53,1010
2020-09-29T03:08,14.54,14.54,14.54,14.54,1300
2020-09-29T03:15,14.55,14.55,14.55,14.55,5450
2020-09-29T03:46,14.59,14.59,14.59,14.59,1000
2020-09-29T03:51,14.6,14.6,14.6,14.6,15190
2020-09-29T03:56,14.61,14.61,14.61,14.61,10000
2020-09-29T04:05,14.6,14.6,14.6,14.6,500
2020-09-29T04:18,14.6,14.6,14.6,14.6,45000
2020-09-29T04:23,14.59,14.59,14.59,14.59,5800
2020-09-29T06:00,14.59,14.59,14.59,14.59,420
2020-09-29T06:06,14.55,14.55,14.55,14.55,1000
2020-09-29T06:14,14.56,14.56,14.56,14.56,10000
2020-09-29T06:17,14.55,14.55,14.55,14.55,90
2020-09-29T06:18,14.55,14.55,14.55,14.55,1220
2020-09-29T06:19,14.54,14.54,14.54,14.54,20
2020-09-29T06:23,14.51,14.51,14.51,14.51,100000
2020-09-29T06:36,14.51,14.51,14.51,14.51,50
2020-09-29T06:40,14.51,14.51,14.51,14.51,29950
2020-09-29T06:54,14.51,14.51,14.51,14.51,100
2020-09-29T07:00,14.51,14.51,14.51,14.51,200
2020-09-29T07:02,14.5,14.5,14.5,14.5,100
2020-09-29T07:04,14.49,14.49,14.49,14.49,750
2020-09-29T07:17,14.44,14.44,14.44,14.44,4870
2020-09-29T07:18,14.43,14.43,14.43,14.43,8240
2020-09-29T07:21,14.43,14.43,14.43,14.43,3050
2020-09-29T07:22,14.43,14.43,14.43,14.43,100
2020-09-30T02:15,14.49,14.49,14.49,14.49,790
2020-09-30T02:16,14.4,14.4,14.4,14.4,810
2020-09-30T02:18,14.4,14.4,14.4,14.4,150
2020-09-30T02:19,14.44,14.44,14.44,14.44,120
2020-09-30T02:29,14.36,14.36,14.36,14.36,5000
2020-09-30T02:31,14.34,14.34,14.34,14.34,700
2020-09-30T02:34,14.32,14.32,14.32,14.32,300
2020-09-30T02:36,14.35,14.35,14.35,14.35,30
2020-09-30T02:37,14.35,14.36,14.35,14.36,15020
2020-09-30T02:41,14.37,14.37,14.37,14.37,20
2020-09-30T02:47,14.36,14.36,14.36,14.36,3000
2020-09-30T02:49,14.39,14.39,14.39,14.39,690
2020-09-30T02:52,14.36,14.36,14.36,14.36,10000
2020-09-30T02:54,14.35,14.35,14.35,14.35,50
2020-09-30T02:55,14.36,14.36,14.36,14.36,600
2020-09-30T02:59,14.36,14.36,14.36,14.36,11400
2020-09-30T03:02,14.36,14.36,14.36,14.36,100
2020-09-30T03:09,14.37,14.37,14.37,14.37,3900
2020-09-30T03:11,14.35,14.35,14.35,14.35,50
2020-09-30T03:16,14.35,14.35,14.35,14.35,8000
2020-09-30T03:25,14.35,14.35,14.35,14.35,660
2020-09-30T03:27,14.32,14.32,14.32,14.32,10000
2020-09-30T03:36,14.33,14.35,14.33,14.35,113680
2020-09-30T03:41,14.34,14.34,14.34,14.34,14000
2020-09-30T03:42,14.35,14.35,14.35,14.35,13330
2020-09-30T03:44,14.35,14.35,14.35,14.35,24700
2020-09-30T03:45,14.36,14.36,14.36,14.36,700
2020-09-30T03:47,14.36,14.36,14.36,14.36,23300
2020-09-30T03:48,14.37,14.37,14.37,14.37,260
2020-09-30T03:56,14.37,14.37,14.37,14.37,5000
2020-09-30T04:01,14.35,14.35,14.35,14.35,20
2020-09-30T04:06,14.35,14.35,14.35,14.35,10
2020-09-30T04:07,14.35,14.35,14.35,14.35,14010
2020-09-30T04:08,14.37,14.37,14.37,14.37,40
2020-09-30T04:18,14.34,14.34,14.34,14.34,14000
2020-09-30T04:22,14.34,14.34,14.34,14.34,14000
2020-09-30T06:00,14.35,14.35,14.33,14.33,41980
2020-09-30T06:04,14.32,14.32,14.32,14.32,40
2020-09-30T06:14,14.3,14.3,14.3,14.3,1820
2020-09-30T06:18,14.3,14.3,14.3,14.3,7540
2020-09-30T06:29,14.32,14.33,14.32,14.33,56000
2020-09-30T06:31,14.33,14.33,14.33,14.33,14000
2020-09-30T06:32,14.33,14.34,14.33,14.34,14500
2020-09-30T06:34,14.33,14.33,14.33,14.33,14000
2020-09-30T06:36,14.33,14.33,14.33,14.33,10
2020-09-30T06:39,14.33,14.34,14.33,14.34,27490
2020-09-30T06:40,14.33,14.33,14.33,14.33,40
2020-09-30T06:45,14.34,14.34,14.34,14.34,4000
2020-09-30T06:47,14.33,14.33,14.33,14.33,8700
2020-09-30T06:49,14.34,14.34,14.34,14.34,24000
2020-09-30T06:51,14.35,14.4,14.35,14.4,18130
2020-09-30T07:04,14.43,14.43,14.43,14.43,10
2020-09-30T07:13,14.42,14.42,14.42,14.42,5000
2020-09-30T07:21,14.4,14.4,14.4,14.4,10
2020-09-30T07:25,14.41,14.41,14.41,14.41,100
2020-09-30T07:46,14.52,14.52,14.52,14.52,2130
2020-10-05T02:15,14.32,14.32,14.32,14.32,900
2020-10-05T02:16,14.5,14.5,14.5,14.5,7400
2020-10-05T02:18,14.52,14.52,14.52,14.52,300
2020-10-05T02:23,14.55,14.55,14.54,14.54,7940
2020-10-05T02:30,14.51,14.51,14.51,14.51,7870
2020-10-05T02:43,14.52,14.52,14.52,14.52,1000
2020-10-05T03:08,14.52,14.52,14.52,14.52,23080
2020-10-05T03:15,14.52,14.52,14.52,14.52,250
2020-10-05T03:31,14.55,14.55,14.55,14.55,50
2020-10-05T03:38,14.55,14.55,14.55,14.55,200
2020-10-05T03:59,14.52,14.52,14.52,14.52,320
2020-10-05T04:00,14.51,14.51,14.51,14.51,370
2020-10-05T06:00,14.58,14.58,14.53,14.53,1270
2020-10-05T06:29,14.53,14.53,14.53,14.53,8020
2020-10-05T06:44,14.53,14.53,14.53,14.53,500
2020-10-05T07:03,14.53,14.53,14.53,14.53,500
2020-10-05T07:46,14.54,14.54,14.54,14.54,990
2020-10-06T02:15,14.58,14.58,14.58,14.58,12410
2020-10-06T02:18,14.58,14.58,14.58,14.58,7480
2020-10-06T02:25,14.6,14.6,14.6,14.6,4380
2020-10-06T02:26,14.59,14.59,14.59,14.59,150
2020-10-06T02:51,14.57,14.57,14.57,14.57,1000
2020-10-06T02:53,14.57,14.57,14.57,14.57,1740
2020-10-06T02:59,14.6,14.6,14.6,14.6,70
2020-10-06T03:03,14.61,14.61,14.61,14.61,490
2020-10-06T03:05,14.61,14.61,14.61,14.61,1570
2020-10-06T03:09,14.6,14.6,14.6,14.6,3680
2020-10-06T03:12,14.56,14.56,14.56,14.56,60
2020-10-06T03:18,14.6,14.6,14.6,14.6,6180
2020-10-06T03:20,14.57,14.57,14.57,14.57,200
2020-10-06T03:35,14.59,14.59,14.59,14.59,50
2020-10-06T03:45,14.56,14.56,14.56,14.56,24930
2020-10-06T03:47,14.57,14.57,14.57,14.57,300
2020-10-06T03:59,14.54,14.54,14.54,14.54,1850
2020-10-06T04:04,14.51,14.51,14.51,14.51,10000
2020-10-06T04:20,14.55,14.55,14.55,14.55,100
2020-10-06T04:26,14.56,14.56,14.56,14.56,10730
2020-10-06T06:01,14.56,14.56,14.56,14.56,190
2020-10-06T06:04,14.57,14.57,14.57,14.57,103680
2020-10-06T06:08,14.59,14.59,14.59,14.59,340
2020-10-06T06:10,14.59,14.59,14.59,14.59,200
2020-10-06T06:11,14.58,14.58,14.58,14.58,420
2020-10-06T06:24,14.55,14.55,14.55,14.55,300000
